1,0,565331285808,565332484066
2,0,565341691705,565341866842
3,0,565352566940,565352751832
4,0,565363437234,565363631865
5,0,565374308392,565374461635
6,0,565385163156,565385358513
7,0,565395653732,565395846529
8,0,565406500298,565406690612
9,0,565417362732,565417525382
10,0,565428233256,565428383317
1,1,565439104940,565439281088
2,1,565449971702,565450127261
3,1,565460840004,565461006263
4,1,565471699317,565471922740
5,1,565482614000,565482791614
6,1,565493072480,565493285038
7,1,565503965073,565504142537
8,1,565514835071,565514998437
9,1,565525702295,565525862642
10,1,565536587104,565536759415
1,2,565547448612,565547631468
2,2,565558299807,565558456159
3,2,565569166461,565569335641
4,2,565580030034,565580207793
5,2,565590900068,565591063565
6,2,565601774210,565601959659
7,2,565612652110,565612853240
8,2,565623554508,565623807171
9,2,565634437087,565634592024
10,2,565645313207,565645467796
1,3,565655962677,565656158239
2,3,565666833585,565666995579
3,3,565677699239,565677926797
4,3,565688594654,565688794200
5,3,565699489094,565699674882
6,3,565710372460,565710551076
7,3,565721232353,565721408671
8,3,565732097185,565732271702
9,3,565742967782,565743130469
10,3,565753838256,565754005711
1,4,565764718007,565764896028
2,4,565775594168,565775773209
3,4,565786478231,565786655021
4,4,565797343308,565797526015
5,4,565807799477,565807919594
6,4,565818588023,565818798576
7,4,565829467267,565829670867
8,4,565840341166,565840508372
9,4,565851208800,565851353047
10,4,565862068539,565862230141
1,5,565872936103,565873112601
2,5,565883803232,565883957979
3,5,565894662234,565894844790
4,5,565905375595,565905567369
5,5,565916257774,565916414469
6,5,565927125487,565927311007
7,5,565937987398,565938153466
8,5,565948851646,565949033127
9,5,565959720761,565959856274
10,5,565970588163,565970773397
1,6,565981451117,565981625412
2,6,565992314180,565992476697
3,6,566003191049,566003392362
4,6,566014052370,566014227771
5,6,566024918997,566025076665
6,6,566035782479,566035961161
7,6,566046683556,566046885481
8,6,566057583826,566057778388
9,6,566068464479,566068622350
10,6,566079353134,566079516769
1,7,566090214815,566090394232
2,7,566101083003,566101243164
3,7,566111213091,566111385810
4,7,566122083540,566122267206
5,7,566132960205,566133127399
6,7,566143839316,566144010297
7,7,566154723939,566154920504
8,7,566165643754,566165834486
9,7,566176515418,566176670575
10,7,566187395970,566187540256
1,8,566198257572,566198434878
2,8,566209119427,566209284409
3,8,566219998692,566220183305
4,8,566230874069,566231056611
5,8,566241741136,566241896016
6,8,566252610364,566252796914
7,8,566263471594,566263673898
8,8,566274357449,566274541549
9,8,566285220424,566285381515
10,8,566296074138,566296229406
