,,,,latency (ns),latency (ms),latency (s),,Max (ms),Mean (ms),Min (ms)
8,37,2.01922E+12,2.01922E+12,143751,143.751,0.143751,,,,
9,37,2.01923E+12,2.01923E+12,164908,164.908,0.164908,,,,
10,37,2.01924E+12,2.01924E+12,175381,175.381,0.175381,,,,
1,38,2.01925E+12,2.01925E+12,152353,152.353,0.152353,,,,
2,38,2.01926E+12,2.01926E+12,159115,159.115,0.159115,,,,
3,38,2.01927E+12,2.01927E+12,182942,182.942,0.182942,,,,
4,38,2.01928E+12,2.01928E+12,197735,197.735,0.197735,,,,
5,38,2.01929E+12,2.01929E+12,133763,133.763,0.133763,,,,
6,38,2.0193E+12,2.0193E+12,160385,160.385,0.160385,,,,
7,38,2.01931E+12,2.01931E+12,180967,180.967,0.180967,,,,
8,38,2.01932E+12,2.01932E+12,182230,182.23,0.18223,,,,
9,38,2.01933E+12,2.01933E+12,154858,154.858,0.154858,,,,
10,38,2.01934E+12,2.01934E+12,168071,168.071,0.168071,,,,
1,39,2.01935E+12,2.01935E+12,150196,150.196,0.150196,,,,
2,39,2.01936E+12,2.01936E+12,168659,168.659,0.168659,,,,
3,39,2.01937E+12,2.01937E+12,212525,212.525,0.212525,,,,
4,39,2.01939E+12,2.01939E+12,179439,179.439,0.179439,,,,
5,39,2.0194E+12,2.0194E+12,158339,158.339,0.158339,,,,
6,39,2.01941E+12,2.01941E+12,216535,216.535,0.216535,,,,
7,39,2.01942E+12,2.01942E+12,163151,163.151,0.163151,,,,
8,39,2.01943E+12,2.01943E+12,162751,162.751,0.162751,,,,
9,39,2.01944E+12,2.01944E+12,142172,142.172,0.142172,,,,
10,39,2.01945E+12,2.01945E+12,168673,168.673,0.168673,,,,
1,40,2.01946E+12,2.01946E+12,171754,171.754,0.171754,,,,
2,40,2.01947E+12,2.01947E+12,141395,141.395,0.141395,,,,
3,40,2.01948E+12,2.01948E+12,198821,198.821,0.198821,,,,
4,40,2.01949E+12,2.01949E+12,210170,210.17,0.21017,,,,
5,40,2.0195E+12,2.0195E+12,161436,161.436,0.161436,,,,
6,40,2.01951E+12,2.01951E+12,151191,151.191,0.151191,,,,
7,40,2.01952E+12,2.01952E+12,160606,160.606,0.160606,,,,
8,40,2.01953E+12,2.01953E+12,195004,195.004,0.195004,,,,
9,40,2.01954E+12,2.01954E+12,155093,155.093,0.155093,,,,
10,40,2.01955E+12,2.01955E+12,164416,164.416,0.164416,,,,
1,41,2.01956E+12,2.01956E+12,162752,162.752,0.162752,,,,
2,41,2.01957E+12,2.01957E+12,147523,147.523,0.147523,,,,
3,41,2.01958E+12,2.01958E+12,185994,185.994,0.185994,,,,
4,41,2.0196E+12,2.0196E+12,209677,209.677,0.209677,,,,
5,41,2.01961E+12,2.01961E+12,168078,168.078,0.168078,,,,
6,41,2.01962E+12,2.01962E+12,150983,150.983,0.150983,,,,
7,41,2.01963E+12,2.01963E+12,155549,155.549,0.155549,,,,
8,41,2.01964E+12,2.01964E+12,187794,187.794,0.187794,,,,
9,41,2.01965E+12,2.01965E+12,154630,154.63,0.15463,,,,
10,41,2.01966E+12,2.01966E+12,167817,167.817,0.167817,,,,
1,42,2.01967E+12,2.01967E+12,136857,136.857,0.136857,,,,
2,42,2.01968E+12,2.01968E+12,156671,156.671,0.156671,,,,
3,42,2.01969E+12,2.01969E+12,178740,178.74,0.17874,,,,
4,42,2.0197E+12,2.0197E+12,189694,189.694,0.189694,,,,
5,42,2.01971E+12,2.01971E+12,149501,149.501,0.149501,,,,
6,42,2.01972E+12,2.01972E+12,172476,172.476,0.172476,,,,
7,42,2.01973E+12,2.01973E+12,176463,176.463,0.176463,,,,
8,42,2.01974E+12,2.01974E+12,169742,169.742,0.169742,,,,
9,42,2.01975E+12,2.01975E+12,168780,168.78,0.16878,,,,
10,42,2.01976E+12,2.01976E+12,168985,168.985,0.168985,,,,
1,43,2.01977E+12,2.01977E+12,155377,155.377,0.155377,,,,
2,43,2.01978E+12,2.01978E+12,147391,147.391,0.147391,,,,
3,43,2.01979E+12,2.01979E+12,198601,198.601,0.198601,,,,
4,43,2.01981E+12,2.01981E+12,169583,169.583,0.169583,,,,
5,43,2.01982E+12,2.01982E+12,149420,149.42,0.14942,,,,
6,43,2.01983E+12,2.01983E+12,143282,143.282,0.143282,,,,
7,43,2.01984E+12,2.01984E+12,168825,168.825,0.168825,,,,
8,43,2.01985E+12,2.01985E+12,160334,160.334,0.160334,,,,
9,43,2.01986E+12,2.01986E+12,173007,173.007,0.173007,,,,
10,43,2.01987E+12,2.01987E+12,165150,165.15,0.16515,,,,
1,44,2.01988E+12,2.01988E+12,166805,166.805,0.166805,,,,
2,44,2.01989E+12,2.01989E+12,166191,166.191,0.166191,,,,
3,44,2.0199E+12,2.0199E+12,179000,179,0.179,,,,
4,44,2.01991E+12,2.01991E+12,170992,170.992,0.170992,,,,
5,44,2.01992E+12,2.01992E+12,149927,149.927,0.149927,,,,
6,44,2.01993E+12,2.01993E+12,144615,144.615,0.144615,,,,
7,44,2.01994E+12,2.01994E+12,176201,176.201,0.176201,,,,
8,44,2.01995E+12,2.01995E+12,161203,161.203,0.161203,,,,
9,44,2.01996E+12,2.01996E+12,159217,159.217,0.159217,,,,
10,44,2.01997E+12,2.01997E+12,168089,168.089,0.168089,,,,
1,45,2.01998E+12,2.01998E+12,165871,165.871,0.165871,,,,
2,45,2.01999E+12,2.01999E+12,148402,148.402,0.148402,,,,
3,45,2.02E+12,2.02E+12,192908,192.908,0.192908,,,,
4,45,2.02001E+12,2.02001E+12,178069,178.069,0.178069,,,,
5,45,2.02002E+12,2.02002E+12,159478,159.478,0.159478,,,,
6,45,2.02004E+12,2.02004E+12,162694,162.694,0.162694,,,,
7,45,2.02005E+12,2.02005E+12,168737,168.737,0.168737,,,,
8,45,2.02006E+12,2.02006E+12,170669,170.669,0.170669,,,,
9,45,2.02007E+12,2.02007E+12,169308,169.308,0.169308,,,,
10,45,2.02008E+12,2.02008E+12,161857,161.857,0.161857,,,,
1,46,2.02009E+12,2.02009E+12,157899,157.899,0.157899,,,,
2,46,2.0201E+12,2.0201E+12,146632,146.632,0.146632,,,,
3,46,2.02011E+12,2.02011E+12,180420,180.42,0.18042,,,,
4,46,2.02012E+12,2.02012E+12,169481,169.481,0.169481,,,,
5,46,2.02013E+12,2.02013E+12,150945,150.945,0.150945,,,,
6,46,2.02014E+12,2.02014E+12,201037,201.037,0.201037,,,,
7,46,2.02015E+12,2.02015E+12,169428,169.428,0.169428,,,,
8,46,2.02016E+12,2.02016E+12,146422,146.422,0.146422,,,,
9,46,2.02017E+12,2.02017E+12,170747,170.747,0.170747,,,,
10,46,2.02018E+12,2.02018E+12,180216,180.216,0.180216,,,,
1,47,2.02019E+12,2.02019E+12,153174,153.174,0.153174,,,,
2,47,2.0202E+12,2.0202E+12,166992,166.992,0.166992,,,,
3,47,2.02021E+12,2.02021E+12,189485,189.485,0.189485,,,,
4,47,2.02022E+12,2.02022E+12,172939,172.939,0.172939,,,,
5,47,2.02023E+12,2.02023E+12,156320,156.32,0.15632,,,,
6,47,2.02024E+12,2.02024E+12,166402,166.402,0.166402,,,,
7,47,2.02025E+12,2.02025E+12,159381,159.381,0.159381,,,,
8,47,2.02027E+12,2.02027E+12,169783,169.783,0.169783,,,,
9,47,2.02028E+12,2.02028E+12,168501,168.501,0.168501,,,,
10,47,2.02029E+12,2.02029E+12,192559,192.559,0.192559,,,,
1,48,2.0203E+12,2.0203E+12,153784,153.784,0.153784,,,,
2,48,2.02031E+12,2.02031E+12,143852,143.852,0.143852,,,,
3,48,2.02032E+12,2.02032E+12,210669,210.669,0.210669,,,,
4,48,2.02033E+12,2.02033E+12,183412,183.412,0.183412,,,,
5,48,2.02034E+12,2.02034E+12,157606,157.606,0.157606,,,,
6,48,2.02035E+12,2.02035E+12,162721,162.721,0.162721,,,,
7,48,2.02036E+12,2.02036E+12,154549,154.549,0.154549,,,,
8,48,2.02037E+12,2.02037E+12,162317,162.317,0.162317,,,,
9,48,2.02038E+12,2.02038E+12,168704,168.704,0.168704,,,,
10,48,2.02039E+12,2.02039E+12,192730,192.73,0.19273,,,,
1,49,2.0204E+12,2.0204E+12,157521,157.521,0.157521,,,,
2,49,2.02041E+12,2.02041E+12,148763,148.763,0.148763,,,,
3,49,2.02042E+12,2.02042E+12,190985,190.985,0.190985,,,,
4,49,2.02043E+12,2.02043E+12,166297,166.297,0.166297,,,,
5,49,2.02044E+12,2.02044E+12,175492,175.492,0.175492,,,,
6,49,2.02045E+12,2.02045E+12,161627,161.627,0.161627,,,,
7,49,2.02046E+12,2.02046E+12,151653,151.653,0.151653,,,,
8,49,2.02047E+12,2.02047E+12,161838,161.838,0.161838,,,,
9,49,2.02049E+12,2.02049E+12,168142,168.142,0.168142,,,,
10,49,2.0205E+12,2.0205E+12,160532,160.532,0.160532,,,,
1,50,2.02051E+12,2.02051E+12,152295,152.295,0.152295,,,,
2,50,2.02052E+12,2.02052E+12,126656,126.656,0.126656,,,,
3,50,2.02053E+12,2.02053E+12,254449,254.449,0.254449,,,,
4,50,2.02054E+12,2.02054E+12,142728,142.728,0.142728,,,,
5,50,2.02055E+12,2.02055E+12,149942,149.942,0.149942,,,,
6,50,2.02056E+12,2.02056E+12,177497,177.497,0.177497,,,,
7,50,2.02057E+12,2.02057E+12,168370,168.37,0.16837,,,,
8,50,2.02058E+12,2.02058E+12,103351,103.351,0.103351,,,,
9,50,2.02059E+12,2.02059E+12,167026,167.026,0.167026,,,,
10,50,2.0206E+12,2.0206E+12,166919,166.919,0.166919,,,,
1,51,2.02061E+12,2.02061E+12,152196,152.196,0.152196,,,,
2,51,2.02062E+12,2.02062E+12,162804,162.804,0.162804,,,,
3,51,2.02063E+12,2.02063E+12,180666,180.666,0.180666,,,,
4,51,2.02064E+12,2.02064E+12,142066,142.066,0.142066,,,,
5,51,2.02065E+12,2.02065E+12,153062,153.062,0.153062,,,,
6,51,2.02066E+12,2.02066E+12,127974,127.974,0.127974,,,,
7,51,2.02067E+12,2.02067E+12,179108,179.108,0.179108,,,,
8,51,2.02068E+12,2.02068E+12,214629,214.629,0.214629,,,,
9,51,2.02069E+12,2.02069E+12,169485,169.485,0.169485,,,,
10,51,2.0207E+12,2.0207E+12,150400,150.4,0.1504,,,,
1,52,2.02072E+12,2.02072E+12,153838,153.838,0.153838,,,,
2,52,2.02073E+12,2.02073E+12,158935,158.935,0.158935,,,,
3,52,2.02074E+12,2.02074E+12,200225,200.225,0.200225,,,,
4,52,2.02075E+12,2.02075E+12,167349,167.349,0.167349,,,,
5,52,2.02076E+12,2.02076E+12,160043,160.043,0.160043,,,,
6,52,2.02077E+12,2.02077E+12,161913,161.913,0.161913,,,,
7,52,2.02078E+12,2.02078E+12,139495,139.495,0.139495,,,,
8,52,2.02079E+12,2.02079E+12,167996,167.996,0.167996,,,,
9,52,2.0208E+12,2.0208E+12,161098,161.098,0.161098,,,,
10,52,2.02081E+12,2.02081E+12,172862,172.862,0.172862,,,,
1,53,2.02082E+12,2.02082E+12,185389,185.389,0.185389,,,,
2,53,2.02083E+12,2.02083E+12,162109,162.109,0.162109,,,,
3,53,2.02084E+12,2.02084E+12,200308,200.308,0.200308,,,,
4,53,2.02085E+12,2.02085E+12,170446,170.446,0.170446,,,,
5,53,2.02086E+12,2.02086E+12,153844,153.844,0.153844,,,,
6,53,2.02087E+12,2.02087E+12,180599,180.599,0.180599,,,,
7,53,2.02088E+12,2.02088E+12,128968,128.968,0.128968,,,,
8,53,2.02089E+12,2.02089E+12,166472,166.472,0.166472,,,,
9,53,2.0209E+12,2.0209E+12,169715,169.715,0.169715,,,,
10,53,2.02091E+12,2.02091E+12,174058,174.058,0.174058,,,,
1,54,2.02092E+12,2.02092E+12,144875,144.875,0.144875,,,,
2,54,2.02093E+12,2.02093E+12,168704,168.704,0.168704,,,,
3,54,2.02094E+12,2.02095E+12,171555,171.555,0.171555,,,,
4,54,2.02096E+12,2.02096E+12,164924,164.924,0.164924,,,,
5,54,2.02097E+12,2.02097E+12,148105,148.105,0.148105,,,,
6,54,2.02098E+12,2.02098E+12,162014,162.014,0.162014,,,,
7,54,2.02099E+12,2.02099E+12,173217,173.217,0.173217,,,,
8,54,2.021E+12,2.021E+12,164267,164.267,0.164267,,,,
9,54,2.02101E+12,2.02101E+12,168056,168.056,0.168056,,,,
10,54,2.02102E+12,2.02102E+12,223360,223.36,0.22336,,,,
1,55,2.02103E+12,2.02103E+12,153116,153.116,0.153116,,,,
2,55,2.02104E+12,2.02104E+12,191731,191.731,0.191731,,,,
3,55,2.02105E+12,2.02105E+12,151152,151.152,0.151152,,,,
4,55,2.02106E+12,2.02106E+12,203498,203.498,0.203498,,,,
5,55,2.02107E+12,2.02107E+12,117212,117.212,0.117212,,,,
6,55,2.02108E+12,2.02108E+12,170845,170.845,0.170845,,,,
7,55,2.02109E+12,2.02109E+12,206227,206.227,0.206227,,,,
8,55,2.0211E+12,2.0211E+12,170273,170.273,0.170273,,,,
9,55,2.02111E+12,2.02111E+12,162901,162.901,0.162901,,,,
10,55,2.02112E+12,2.02112E+12,160386,160.386,0.160386,,,,
1,56,2.02113E+12,2.02113E+12,122929,122.929,0.122929,,,,
2,56,2.02114E+12,2.02114E+12,181377,181.377,0.181377,,,,
3,56,2.02115E+12,2.02115E+12,209071,209.071,0.209071,,,,
4,56,2.02116E+12,2.02116E+12,169635,169.635,0.169635,,,,
5,56,2.02117E+12,2.02117E+12,131312,131.312,0.131312,,,,
6,56,2.02118E+12,2.02118E+12,167251,167.251,0.167251,,,,
7,56,2.0212E+12,2.0212E+12,167686,167.686,0.167686,,,,
8,56,2.02121E+12,2.02121E+12,227995,227.995,0.227995,,,,
9,56,2.02122E+12,2.02122E+12,172198,172.198,0.172198,,,,
10,56,2.02123E+12,2.02123E+12,165676,165.676,0.165676,,,,
1,57,2.02124E+12,2.02124E+12,164672,164.672,0.164672,,,,
2,57,2.02125E+12,2.02125E+12,166443,166.443,0.166443,,,,
3,57,2.02126E+12,2.02126E+12,188218,188.218,0.188218,,,,
4,57,2.02127E+12,2.02127E+12,192768,192.768,0.192768,,,,
5,57,2.02128E+12,2.02128E+12,156520,156.52,0.15652,,,,
6,57,2.02129E+12,2.02129E+12,151631,151.631,0.151631,,,,
7,57,2.0213E+12,2.0213E+12,161442,161.442,0.161442,,,,
8,57,2.02131E+12,2.02131E+12,170172,170.172,0.170172,,,,
9,57,2.02132E+12,2.02132E+12,162594,162.594,0.162594,,,,
10,57,2.02133E+12,2.02133E+12,180883,180.883,0.180883,,,,
1,58,2.02134E+12,2.02134E+12,167774,167.774,0.167774,,,,
2,58,2.02135E+12,2.02135E+12,147390,147.39,0.14739,,,,
3,58,2.02136E+12,2.02136E+12,162036,162.036,0.162036,,,,
4,58,2.02137E+12,2.02137E+12,166823,166.823,0.166823,,,,
5,58,2.02138E+12,2.02138E+12,172668,172.668,0.172668,,,,
6,58,2.02139E+12,2.02139E+12,155299,155.299,0.155299,,,,
7,58,2.0214E+12,2.0214E+12,173050,173.05,0.17305,,,,
8,58,2.02142E+12,2.02142E+12,156185,156.185,0.156185,,,,
9,58,2.02143E+12,2.02143E+12,162226,162.226,0.162226,,,,
10,58,2.02144E+12,2.02144E+12,130999,130.999,0.130999,,,,
1,59,2.02145E+12,2.02145E+12,145395,145.395,0.145395,,,,
2,59,2.02146E+12,2.02146E+12,148040,148.04,0.14804,,,,
3,59,2.02147E+12,2.02147E+12,146022,146.022,0.146022,,,,
4,59,2.02148E+12,2.02148E+12,179584,179.584,0.179584,,,,
5,59,2.02149E+12,2.02149E+12,137672,137.672,0.137672,,,,
6,59,2.0215E+12,2.0215E+12,223715,223.715,0.223715,,,,
7,59,2.02151E+12,2.02151E+12,132953,132.953,0.132953,,,,
8,59,2.02152E+12,2.02152E+12,146031,146.031,0.146031,,,,
9,59,2.02153E+12,2.02153E+12,169091,169.091,0.169091,,,,
10,59,2.02154E+12,2.02154E+12,155432,155.432,0.155432,,,,
1,60,2.02155E+12,2.02155E+12,158419,158.419,0.158419,,,,
2,60,2.02156E+12,2.02156E+12,147022,147.022,0.147022,,,,
3,60,2.02157E+12,2.02157E+12,185201,185.201,0.185201,,,,
4,60,2.02158E+12,2.02158E+12,174433,174.433,0.174433,,,,
5,60,2.02159E+12,2.02159E+12,146394,146.394,0.146394,,,,
6,60,2.0216E+12,2.0216E+12,170628,170.628,0.170628,,,,
7,60,2.02161E+12,2.02161E+12,158591,158.591,0.158591,,,,
8,60,2.02162E+12,2.02162E+12,201528,201.528,0.201528,,,,
9,60,2.02163E+12,2.02163E+12,170035,170.035,0.170035,,,,
10,60,2.02164E+12,2.02165E+12,223420,223.42,0.22342,,,,
1,61,2.02166E+12,2.02166E+12,175159,175.159,0.175159,,,,
2,61,2.02167E+12,2.02167E+12,179399,179.399,0.179399,,,,
3,61,2.02168E+12,2.02168E+12,191356,191.356,0.191356,,,,
4,61,2.02169E+12,2.02169E+12,132261,132.261,0.132261,,,,
5,61,2.0217E+12,2.0217E+12,175945,175.945,0.175945,,,,
6,61,2.02171E+12,2.02171E+12,166334,166.334,0.166334,,,,
7,61,2.02172E+12,2.02172E+12,218630,218.63,0.21863,,,,
8,61,2.02173E+12,2.02173E+12,254752,254.752,0.254752,,,,
9,61,2.02174E+12,2.02174E+12,164533,164.533,0.164533,,,,
10,61,2.02175E+12,2.02175E+12,186663,186.663,0.186663,,,,
1,62,2.02176E+12,2.02176E+12,129862,129.862,0.129862,,,,
2,62,2.02177E+12,2.02177E+12,116606,116.606,0.116606,,,,
3,62,2.02178E+12,2.02178E+12,256144,256.144,0.256144,,,,
4,62,2.02179E+12,2.02179E+12,189981,189.981,0.189981,,,,
5,62,2.0218E+12,2.0218E+12,171747,171.747,0.171747,,,,
6,62,2.02181E+12,2.02181E+12,203603,203.603,0.203603,,,,
7,62,2.02182E+12,2.02182E+12,166040,166.04,0.16604,,,,
8,62,2.02183E+12,2.02183E+12,158947,158.947,0.158947,,,,
9,62,2.02184E+12,2.02184E+12,132908,132.908,0.132908,,,,
10,62,2.02185E+12,2.02185E+12,173935,173.935,0.173935,,,,
1,63,2.02187E+12,2.02187E+12,150591,150.591,0.150591,,,,
2,63,2.02188E+12,2.02188E+12,170038,170.038,0.170038,,,,
3,63,2.02189E+12,2.02189E+12,251700,251.7,0.2517,,,,
4,63,2.0219E+12,2.0219E+12,124668,124.668,0.124668,,,,
5,63,2.02191E+12,2.02191E+12,170302,170.302,0.170302,,,,
6,63,2.02192E+12,2.02192E+12,149463,149.463,0.149463,,,,
7,63,2.02193E+12,2.02193E+12,170919,170.919,0.170919,,,,
8,63,2.02194E+12,2.02194E+12,184325,184.325,0.184325,,,,
9,63,2.02195E+12,2.02195E+12,166490,166.49,0.16649,,,,
10,63,2.02196E+12,2.02196E+12,167198,167.198,0.167198,,,,
1,64,2.02197E+12,2.02197E+12,149096,149.096,0.149096,,,,
2,64,2.02198E+12,2.02198E+12,170204,170.204,0.170204,,,,
3,64,2.02199E+12,2.02199E+12,168959,168.959,0.168959,,,,
4,64,2.022E+12,2.022E+12,132513,132.513,0.132513,,,,
5,64,2.02201E+12,2.02201E+12,113750,113.75,0.11375,,,,
6,64,2.02202E+12,2.02202E+12,146345,146.345,0.146345,,,,
7,64,2.02203E+12,2.02203E+12,191638,191.638,0.191638,,,,
8,64,2.02204E+12,2.02204E+12,192673,192.673,0.192673,,,,
9,64,2.02205E+12,2.02205E+12,157603,157.603,0.157603,,,,
10,64,2.02206E+12,2.02206E+12,166837,166.837,0.166837,,,,
1,65,2.02207E+12,2.02207E+12,157285,157.285,0.157285,,,,
2,65,2.02208E+12,2.02209E+12,125887,125.887,0.125887,,,,
3,65,2.0221E+12,2.0221E+12,209548,209.548,0.209548,,,,
4,65,2.02211E+12,2.02211E+12,132282,132.282,0.132282,,,,
5,65,2.02212E+12,2.02212E+12,133058,133.058,0.133058,,,,
6,65,2.02213E+12,2.02213E+12,144689,144.689,0.144689,,,,
7,65,2.02214E+12,2.02214E+12,154074,154.074,0.154074,,,,
8,65,2.02215E+12,2.02215E+12,146009,146.009,0.146009,,,,
9,65,2.02216E+12,2.02216E+12,194070,194.07,0.19407,,,,
10,65,2.02217E+12,2.02217E+12,166647,166.647,0.166647,,,,
1,66,2.02218E+12,2.02218E+12,159058,159.058,0.159058,,,,
2,66,2.02219E+12,2.02219E+12,131043,131.043,0.131043,,,,
3,66,2.0222E+12,2.0222E+12,241695,241.695,0.241695,,,,
4,66,2.02221E+12,2.02221E+12,194816,194.816,0.194816,,,,
5,66,2.02222E+12,2.02222E+12,172465,172.465,0.172465,,,,
6,66,2.02223E+12,2.02223E+12,156411,156.411,0.156411,,,,
7,66,2.02224E+12,2.02224E+12,162560,162.56,0.16256,,,,
8,66,2.02225E+12,2.02225E+12,181288,181.288,0.181288,,,,
9,66,2.02226E+12,2.02226E+12,180561,180.561,0.180561,,,,
10,66,2.02227E+12,2.02227E+12,177288,177.288,0.177288,,,,
1,67,2.02228E+12,2.02228E+12,172677,172.677,0.172677,,,,
2,67,2.02229E+12,2.02229E+12,182702,182.702,0.182702,,,,
3,67,2.02231E+12,2.02231E+12,159367,159.367,0.159367,,,,
4,67,2.02232E+12,2.02232E+12,211154,211.154,0.211154,,,,
5,67,2.02233E+12,2.02233E+12,181629,181.629,0.181629,,,,
6,67,2.02234E+12,2.02234E+12,132450,132.45,0.13245,,,,
7,67,2.02235E+12,2.02235E+12,174444,174.444,0.174444,,,,
8,67,2.02236E+12,2.02236E+12,183915,183.915,0.183915,,,,
9,67,2.02237E+12,2.02237E+12,170768,170.768,0.170768,,,,
10,67,2.02238E+12,2.02238E+12,182692,182.692,0.182692,,,,
1,68,2.02239E+12,2.02239E+12,190559,190.559,0.190559,,,,
2,68,2.0224E+12,2.0224E+12,162564,162.564,0.162564,,,,
3,68,2.02241E+12,2.02241E+12,183224,183.224,0.183224,,,,
4,68,2.02242E+12,2.02242E+12,135228,135.228,0.135228,,,,
5,68,2.02243E+12,2.02243E+12,168852,168.852,0.168852,,,,
6,68,2.02244E+12,2.02244E+12,170099,170.099,0.170099,,,,
7,68,2.02245E+12,2.02245E+12,162827,162.827,0.162827,,,,
8,68,2.02246E+12,2.02246E+12,202499,202.499,0.202499,,,,
9,68,2.02247E+12,2.02247E+12,137464,137.464,0.137464,,,,
10,68,2.02248E+12,2.02248E+12,182859,182.859,0.182859,,,,
1,69,2.02249E+12,2.02249E+12,180887,180.887,0.180887,,,,
2,69,2.0225E+12,2.0225E+12,137821,137.821,0.137821,,,,
3,69,2.02251E+12,2.02251E+12,243243,243.243,0.243243,,,,
4,69,2.02252E+12,2.02252E+12,181598,181.598,0.181598,,,,
5,69,2.02253E+12,2.02253E+12,203917,203.917,0.203917,,,,
6,69,2.02255E+12,2.02255E+12,168130,168.13,0.16813,,,,
7,69,2.02256E+12,2.02256E+12,178182,178.182,0.178182,,,,
8,69,2.02257E+12,2.02257E+12,187019,187.019,0.187019,,,,
9,69,2.02258E+12,2.02258E+12,129809,129.809,0.129809,,,,
10,69,2.02259E+12,2.02259E+12,172166,172.166,0.172166,,,,
1,70,2.0226E+12,2.0226E+12,185281,185.281,0.185281,,,,
2,70,2.02261E+12,2.02261E+12,148205,148.205,0.148205,,,,
3,70,2.02262E+12,2.02262E+12,208472,208.472,0.208472,,,,
4,70,2.02263E+12,2.02263E+12,181685,181.685,0.181685,,,,
5,70,2.02264E+12,2.02264E+12,174255,174.255,0.174255,,,,
6,70,2.02265E+12,2.02265E+12,163375,163.375,0.163375,,,,
7,70,2.02266E+12,2.02266E+12,158681,158.681,0.158681,,,,
8,70,2.02267E+12,2.02267E+12,189839,189.839,0.189839,,,,
9,70,2.02268E+12,2.02268E+12,156437,156.437,0.156437,,,,
10,70,2.02269E+12,2.02269E+12,174885,174.885,0.174885,,,,
1,71,2.0227E+12,2.0227E+12,161045,161.045,0.161045,,,,
2,71,2.02271E+12,2.02271E+12,141287,141.287,0.141287,,,,
3,71,2.02272E+12,2.02272E+12,259244,259.244,0.259244,,,,
4,71,2.02273E+12,2.02273E+12,189440,189.44,0.18944,,,,
5,71,2.02274E+12,2.02274E+12,183142,183.142,0.183142,,,,
6,71,2.02275E+12,2.02275E+12,114128,114.128,0.114128,,,,
7,71,2.02276E+12,2.02276E+12,167412,167.412,0.167412,,,,
8,71,2.02277E+12,2.02278E+12,260500,260.5,0.2605,,,,
9,71,2.02279E+12,2.02279E+12,116472,116.472,0.116472,,,,
10,71,2.0228E+12,2.0228E+12,167986,167.986,0.167986,,,,
1,72,2.02281E+12,2.02281E+12,198700,198.7,0.1987,,,,
2,72,2.02282E+12,2.02282E+12,122223,122.223,0.122223,,,,
3,72,2.02283E+12,2.02283E+12,151804,151.804,0.151804,,,,
4,72,2.02284E+12,2.02284E+12,185857,185.857,0.185857,,,,
5,72,2.02285E+12,2.02285E+12,202669,202.669,0.202669,,,,
6,72,2.02286E+12,2.02286E+12,168082,168.082,0.168082,,,,
7,72,2.02287E+12,2.02287E+12,164880,164.88,0.16488,,,,
8,72,2.02288E+12,2.02288E+12,213162,213.162,0.213162,,,,
9,72,2.02289E+12,2.02289E+12,126342,126.342,0.126342,,,,
10,72,2.0229E+12,2.0229E+12,222854,222.854,0.222854,,,,
1,73,2.02291E+12,2.02291E+12,136623,136.623,0.136623,,,,
2,73,2.02292E+12,2.02292E+12,147134,147.134,0.147134,,,,
3,73,2.02293E+12,2.02293E+12,255205,255.205,0.255205,,,,
4,73,2.02294E+12,2.02294E+12,166588,166.588,0.166588,,,,
5,73,2.02295E+12,2.02295E+12,174678,174.678,0.174678,,,,
6,73,2.02296E+12,2.02296E+12,207517,207.517,0.207517,,,,
7,73,2.02297E+12,2.02297E+12,166287,166.287,0.166287,,,,
8,73,2.02298E+12,2.02298E+12,195877,195.877,0.195877,,,,
9,73,2.02299E+12,2.02299E+12,153815,153.815,0.153815,,,,
10,73,2.023E+12,2.023E+12,170585,170.585,0.170585,,,,
1,74,2.02301E+12,2.02301E+12,185064,185.064,0.185064,,,,
2,74,2.02303E+12,2.02303E+12,149802,149.802,0.149802,,,,
3,74,2.02304E+12,2.02304E+12,188750,188.75,0.18875,,,,
4,74,2.02305E+12,2.02305E+12,189722,189.722,0.189722,,,,
5,74,2.02306E+12,2.02306E+12,146713,146.713,0.146713,,,,
6,74,2.02307E+12,2.02307E+12,169179,169.179,0.169179,,,,
7,74,2.02308E+12,2.02308E+12,170848,170.848,0.170848,,,,
8,74,2.02309E+12,2.02309E+12,209907,209.907,0.209907,,,,
9,74,2.0231E+12,2.0231E+12,148541,148.541,0.148541,,,,
10,74,2.02311E+12,2.02311E+12,169847,169.847,0.169847,,,,
1,75,2.02312E+12,2.02312E+12,161435,161.435,0.161435,,,,
2,75,2.02313E+12,2.02313E+12,150150,150.15,0.15015,,,,
3,75,2.02314E+12,2.02314E+12,191038,191.038,0.191038,,,,
4,75,2.02315E+12,2.02315E+12,186890,186.89,0.18689,,,,
5,75,2.02316E+12,2.02316E+12,111229,111.229,0.111229,,,,
6,75,2.02317E+12,2.02317E+12,180772,180.772,0.180772,,,,
7,75,2.02318E+12,2.02318E+12,213395,213.395,0.213395,,,,
8,75,2.02319E+12,2.02319E+12,186666,186.666,0.186666,,,,
9,75,2.0232E+12,2.0232E+12,144555,144.555,0.144555,,,,
10,75,2.02321E+12,2.02321E+12,203601,203.601,0.203601,,,,
1,76,2.02322E+12,2.02322E+12,157019,157.019,0.157019,,,,
2,76,2.02323E+12,2.02323E+12,191728,191.728,0.191728,,,,
3,76,2.02324E+12,2.02324E+12,177775,177.775,0.177775,,,,
4,76,2.02325E+12,2.02325E+12,189756,189.756,0.189756,,,,
5,76,2.02327E+12,2.02327E+12,136517,136.517,0.136517,,,,
