6,0,1282437195731,1282437758121
1,0,1282447686339,1282447812119
8,0,1282458292035,1282458464363
10,0,1282468838828,1282469025375
4,0,1282479487564,1282479640737
7,0,1282489852151,1282490023782
5,0,1282500713592,1282500921995
2,0,1282511598332,1282511818733
9,0,1282522447691,1282522640700
3,0,1282533065897,1282533248362
6,1,1282543922609,1282544090764
1,1,1282554767023,1282554955661
8,1,1282565618541,1282565774031
10,1,1282576468396,1282576625229
4,1,1282587033710,1282587186981
7,1,1282597867783,1282598060862
5,1,1282608710553,1282608889111
2,1,1282619549398,1282619718402
9,1,1282630395383,1282630593413
3,1,1282641048693,1282641222513
6,2,1282651925046,1282652143407
1,2,1282662805261,1282663010269
8,2,1282673659904,1282673848437
10,2,1282684530418,1282684757724
4,2,1282695406909,1282695631370
7,2,1282706061202,1282706265084
5,2,1282716912563,1282717167474
2,2,1282727842167,1282728034087
9,2,1282738721028,1282738967044
3,2,1282749596431,1282749780351
6,3,1282760449443,1282760641419
1,3,1282771078352,1282771279445
8,3,1282781981077,1282782228007
10,3,1282792879990,1282793108541
4,3,1282803762679,1282803959173
7,3,1282814635649,1282814864153
5,3,1282825515763,1282825738841
2,3,1282836391364,1282836560048
9,3,1282847011770,1282847230346
3,3,1282857891684,1282858113188
6,4,1282868801887,1282868976183
1,4,1282879690035,1282879890111
8,4,1282890593195,1282890804995
10,4,1282901473112,1282901720217
4,4,1282911942676,1282912098343
7,4,1282922672695,1282922847019
5,4,1282933526208,1282933771979
2,4,1282944408278,1282944584282
9,4,1282955008824,1282955196787
3,4,1282965891792,1282966078180
6,5,1282976775332,1282977044098
1,5,1282987642024,1282987862250
8,5,1282998492942,1282998655543
10,5,1283009080130,1283009266632
4,5,1283020004333,1283020176338
7,5,1283030863636,1283031079901
5,5,1283041755850,1283042018393
2,5,1283052657003,1283052830374
9,5,1283063519048,1283063753325
3,5,1283074408536,1283074574177
6,6,1283085007825,1283085188866
1,6,1283095885891,1283096125054
8,6,1283106773785,1283107032256
10,6,1283117670872,1283117880282
4,6,1283128526489,1283128694816
7,6,1283139074097,1283139266793
5,6,1283149965704,1283150159778
2,6,1283160535083,1283160711677
9,6,1283171427248,1283171626590
3,6,1283182050704,1283182257292
6,7,1283192588521,1283192757737
1,7,1283203440636,1283203613825
8,7,1283214044409,1283214232187
10,7,1283224933883,1283225158277
4,7,1283235826166,1283236001086
7,7,1283246685798,1283246909472
5,7,1283257581381,1283257824136
2,7,1283268473258,1283268638859
9,7,1283279065697,1283279251373
3,7,1283289977816,1283290199898
6,8,1283300877183,1283301089747
1,8,1283311785675,1283311953037
8,8,1283322448816,1283322658725
10,8,1283333301091,1283333521742
4,8,1283343955899,1283344120117
7,8,1283354834327,1283355129664
5,8,1283365729065,1283365935884
2,8,1283376580427,1283376828659
9,8,1283387458377,1283387666223
3,8,1283398067636,1283398261474
6,9,1283408951378,1283409205764
1,9,1283419871718,1283420125601
8,9,1283430749730,1283430926701
10,9,1283441619507,1283441792281
4,9,1283452497278,1283452664731
7,9,1283463077531,1283463246833
5,9,1283473938643,1283474172862
2,9,1283484839222,1283485038527
9,9,1283495711691,1283495880863
3,9,1283506578292,1283506764407
6,10,1283517458440,1283517700448
1,10,1283527788077,1283527963479
8,10,1283538652247,1283538818524
10,10,1283549506651,1283549690840
4,10,1283560381528,1283560522990
7,10,1283570939360,1283571110709
5,10,1283581806421,1283581978868
2,10,1283592698327,1283592869341
9,10,1283603583458,1283603750024
3,10,1283614465422,1283614630626
6,11,1283625053497,1283625242287
1,11,1283635927840,1283636095041
8,11,1283646791179,1283646962863
10,11,1283657257761,1283657420763
4,11,1283667886521,1283668082834
7,11,1283678792453,1283678958149
5,11,1283689671092,1283689869606
2,11,1283700557390,1283700747350
9,11,1283711437430,1283711632332
3,11,1283721963268,1283722154865
6,12,1283732856147,1283733045014
1,12,1283743287336,1283743432075
8,12,1283754123877,1283754296356
10,12,1283764976991,1283765232898
4,12,1283775868301,1283776073819
7,12,1283786743105,1283787039255
5,12,1283797625485,1283797855955
2,12,1283808483177,1283808719346
9,12,1283819338133,1283819553856
3,12,1283829970155,1283830198827
6,13,1283840869489,1283841074636
1,13,1283851745420,1283851960942
8,13,1283862651556,1283862865477
10,13,1283873550939,1283873771162
4,13,1283884423899,1283884648152
7,13,1283895081600,1283895253956
5,13,1283905979013,1283906192598
2,13,1283916849964,1283917125757
9,13,1283927745880,1283927947958
3,13,1283938604680,1283938832055
6,14,1283949391103,1283949619784
1,14,1283959770805,1283959936979
8,14,1283970661638,1283970860989
10,14,1283981550195,1283981793731
4,14,1283992430949,1283992655636
7,14,1284002957615,1284003078863
5,14,1284013800387,1284014003382
2,14,1284024672035,1284024913883
9,14,1284035565102,1284035811913
3,14,1284046424140,1284046577688
6,15,1284057021357,1284057210553
1,15,1284067892014,1284068111788
8,15,1284078756621,1284078920806
10,15,1284089637442,1284089862693
4,15,1284100529162,1284100772295
7,15,1284111420482,1284111575242
5,15,1284122010353,1284122182740
2,15,1284132876287,1284133045658
9,15,1284143729558,1284143929413
3,15,1284154198335,1284154377653
6,16,1284164335485,1284164473887
1,16,1284175177044,1284175381335
8,16,1284186085642,1284186288193
10,16,1284196978741,1284197206844
4,16,1284207885496,1284208062157
7,16,1284218340651,1284218508918
5,16,1284229192461,1284229364948
2,16,1284239822914,1284240066485
9,16,1284250696278,1284250926907
3,16,1284261577501,1284261806605
6,17,1284272452712,1284272652048
1,17,1284282935274,1284283118548
8,17,1284293809848,1284294006395
10,17,1284304699612,1284304898889
4,17,1284315576885,1284315767358
7,17,1284326449387,1284326617889
5,17,1284337046684,1284337232007
2,17,1284347929140,1284348172353
9,17,1284358835787,1284359124524
3,17,1284369708788,1284369871971
6,18,1284380558894,1284380749545
1,18,1284391432163,1284391679338
8,18,1284402112959,1284402305117
10,18,1284413025474,1284413237509
4,18,1284423949188,1284424171775
7,18,1284434845695,1284435114432
5,18,1284445716488,1284445903764
2,18,1284456574597,1284456748682
9,18,1284467434186,1284467629115
3,18,1284478072855,1284478246366
6,19,1284488940348,1284489165423
1,19,1284499843224,1284500109386
8,19,1284510722868,1284510922656
10,19,1284521586910,1284521827689
